customer_id,customer_name,signup_date,city,state,pincode
C100096,Diya Nair,2024-09-18 02:28:00,Surat,Gujarat,363516
C100097,Myra Choudhary,2023-02-15 22:04:05,Ahmedabad,Gujarat,563372
C100098,Krishna Agarwal,2023-04-23 04:38:53,Surat,Gujarat,486826
C100099,Aarohi Pandey,2024-11-03 06:00:29,Gurugram,Haryana,167175
C100100,Aarohi Yadav,2025-02-26 17:16:32,Pune,Maharashtra,211551
C100101,Sarah Das,2023-06-26 12:29:08,Surat,Gujarat,502761
C100102,Reyansh Verma,2024-07-17 03:27:48,Bhopal,Madhya Pradesh,620491
C100103,Aditya Sharma,2023-05-24 04:36:38,Gurugram,Haryana,691154
C100104,Arjun Sharma,2024-02-22 20:43:17,Coimbatore,Tamil Nadu,227752
C100105,Aarohi Choudhary,2023-02-26 02:22:16,Gurugram,Haryana,363564
C100106,Aarohi Verma,2024-12-07 13:31:33,Kanpur,Uttar Pradesh,403257
C100107,Vivaan Das,2025-01-01 23:16:08,Ahmedabad,Gujarat,649689
C100108,Arjun Sharma,2023-07-15 17:50:40,Mumbai,Maharashtra,325432
C100109,Aarav Gupta,2025-04-07 09:20:41,Nagpur,Maharashtra,540779
C100110,Vivaan Khan,2024-02-21 03:49:48,Mysuru,Karnataka,275486
C100111,Diya Yadav,2025-03-25 21:54:20,Mysuru,Karnataka,443636
C100112,Sai Reddy,2023-08-09 08:06:26,Jaipur,Rajasthan,320536
C100113,Vihaan Reddy,2025-09-27 17:33:53,Bengaluru,Karnataka,186693
C100114,Ananya Nair,2024-12-17 00:59:59,Surat,Gujarat,145135
C100115,Aarohi Patel,2025-04-02 19:26:21,Bengaluru,Karnataka,575448
C100116,Arjun Agarwal,2025-05-17 23:47:56,Delhi,Delhi,246262
C100117,Vivaan Patel,2024-02-09 22:50:46,Kolkata,West Bengal,114331
C100118,Ananya Sharma,2025-06-18 23:19:32,Gurugram,Haryana,627400
C100119,Krishna Das,2025-06-05 11:51:34,Coimbatore,Tamil Nadu,293258
C100120,Sai Mehta,2023-01-13 05:58:55,Kolkata,West Bengal,400693
C100121,Aditya Agarwal,2025-02-06 16:40:44,Surat,Gujarat,322854
C100122,Vihaan Gupta,2024-07-29 15:00:45,Bhopal,Madhya Pradesh,660049
C100123,Aditya Gupta,2023-07-26 13:27:22,Noida,Uttar Pradesh,614840
C100124,Sarah Reddy,2023-01-23 20:18:35,Coimbatore,Tamil Nadu,294544
C100125,Sarah Singh,2025-03-14 16:09:05,Lucknow,Uttar Pradesh,460002
C100126,Aarav Nair,2024-05-31 09:26:41,Chennai,Tamil Nadu,194667
C100127,Reyansh Verma,2025-07-04 07:11:55,Delhi,Delhi,114677
C100128,Ayaan Sharma,2023-03-10 02:41:42,Surat,Gujarat,314580
C100129,Ananya Das,2024-06-05 18:12:58,Kanpur,Uttar Pradesh,240334
C100130,Anaya Reddy,2024-11-09 02:30:16,Bengaluru,Karnataka,584081
C100131,Ishaan Gupta,2023-09-26 14:16:24,Coimbatore,Tamil Nadu,605784
C100132,Reyansh Das,2024-04-11 22:14:34,Surat,Gujarat,473581
C100133,Aadhya Yadav,2025-03-18 10:15:44,Hyderabad,Telangana,521811
C100134,Aadhya Singh,2024-10-11 16:46:39,Chennai,Tamil Nadu,590675
C100135,Sarah Das,2025-01-20 12:42:20,Indore,Madhya Pradesh,694436
C100136,Aarohi Verma,2024-11-06 02:37:09,Surat,Gujarat,668745
C100137,Aarav Pandey,2023-12-05 22:28:52,Jaipur,Rajasthan,676819
C100138,Diya Khan,2024-03-20 07:12:19,Bhopal,Madhya Pradesh,314335
C100139,Arjun Choudhary,2024-07-04 14:14:07,Mumbai,Maharashtra,576516
C100140,Krishna Singh,2024-02-21 10:27:07,Delhi,Delhi,304243
C100141,Aditya Gupta,2023-02-15 00:42:29,Coimbatore,Tamil Nadu,622445
C100142,Aadhya Gupta,2025-07-23 22:42:55,Coimbatore,Tamil Nadu,367231
C100143,Sarah Nair,2025-01-12 09:50:37,Nagpur,Maharashtra,680059
C100144,Aarav Nair,2024-06-21 11:50:29,Kanpur,Uttar Pradesh,668180
C100145,Sarah Choudhary,2024-06-17 12:14:25,Nagpur,Maharashtra,312268
C100146,Aarohi Nair,2025-07-21 20:51:25,Lucknow,Uttar Pradesh,205057
C100147,Vihaan Patel,2023-12-15 09:47:27,Coimbatore,Tamil Nadu,148409
C100148,Ayaan Agarwal,2023-09-01 14:32:54,Chennai,Tamil Nadu,356889
C100149,Aditya Pandey,2023-06-19 20:11:41,Jaipur,Rajasthan,537686
C100150,Aditya Singh,2023-12-22 17:50:11,Coimbatore,Tamil Nadu,259457
C100151,Anaya Pandey,2024-12-10 17:06:20,Bhopal,Madhya Pradesh,526512
C100152,Anaya Verma,2024-10-24 03:25:34,Gurugram,Haryana,433860
C100153,Aditya Mehta,2024-01-12 03:34:03,Ahmedabad,Gujarat,136382
C100154,Krishna Agarwal,2023-04-01 15:19:04,Jaipur,Rajasthan,186675
C100155,Aarav Agarwal,2023-01-07 14:11:43,Gurugram,Haryana,656707
C100156,Aarav Pandey,2024-04-27 23:19:13,Ahmedabad,Gujarat,191238
C100157,Aadhya Agarwal,2024-06-15 14:31:16,Bengaluru,Karnataka,335825
C100158,Ayaan Reddy,2023-11-05 01:36:51,Kanpur,Uttar Pradesh,384541
C100159,Aditya Sharma,2024-07-22 01:31:36,Indore,Madhya Pradesh,430032
C100160,Aarav Das,2024-07-02 22:16:03,Kanpur,Uttar Pradesh,145169
C100161,Navya Patel,2024-09-16 11:35:35,Hyderabad,Telangana,696470
C100162,Khushi Pandey,2023-03-03 21:07:51,Ahmedabad,Gujarat,269413
C100163,Sai Patel,2023-03-29 20:04:37,Ahmedabad,Gujarat,287216
C100164,Ira Gupta,2023-01-24 01:31:59,Bengaluru,Karnataka,564988
C100165,Ayaan Choudhary,2023-03-13 01:50:18,Lucknow,Uttar Pradesh,189360
C100166,Vivaan Khan,2024-07-12 23:51:19,Indore,Madhya Pradesh,647732
C100167,Aarav Das,2025-02-18 16:26:35,Gurugram,Haryana,548863
C100168,Myra Sharma,2024-05-14 10:33:32,Mumbai,Maharashtra,233662
C100169,Arjun Das,2023-11-07 22:24:59,Mumbai,Maharashtra,208843
C100170,Aadhya Gupta,2025-04-22 19:12:09,Kolkata,West Bengal,541599
C100171,Vihaan Gupta,2023-09-16 05:52:24,Pune,Maharashtra,584768
C100172,Aarohi Sharma,2024-09-22 23:15:42,Delhi,Delhi,335121
C100173,Diya Das,2023-12-09 21:25:36,Kanpur,Uttar Pradesh,165612
C100174,Khushi Khan,2024-10-25 17:01:37,Delhi,Delhi,408303
C100175,Sai Gupta,2023-10-03 10:20:09,Surat,Gujarat,673998
C100176,Krishna Khan,2025-09-05 10:59:32,Delhi,Delhi,319417
C100177,Aarohi Pandey,2024-06-17 07:00:51,Mumbai,Maharashtra,321463
C100178,Aditya Das,2025-04-19 17:43:28,Bengaluru,Karnataka,378602
C100179,Aarav Agarwal,2024-03-28 10:59:15,Indore,Madhya Pradesh,407668
C100180,Aarav Gupta,2025-06-27 00:13:55,Hyderabad,Telangana,412621
C100181,Anaya Singh,2025-09-28 10:39:21,Nagpur,Maharashtra,404366
C100182,Ishaan Patel,2023-02-03 21:49:55,Mysuru,Karnataka,652608
C100183,Aditya Nair,2024-03-07 13:45:20,Bhopal,Madhya Pradesh,204154
C100184,Khushi Nair,2025-05-01 22:00:40,Delhi,Delhi,686531
C100185,Anaya Patel,2025-08-29 06:23:46,Indore,Madhya Pradesh,520568
C100186,Vivaan Choudhary,2023-05-21 12:10:20,Surat,Gujarat,203476
C100187,Ishaan Verma,2023-05-30 21:05:07,Coimbatore,Tamil Nadu,224560
C100188,Aarohi Nair,2023-02-27 00:33:08,Indore,Madhya Pradesh,411411
C100189,Aarav Singh,2024-08-27 23:19:24,Lucknow,Uttar Pradesh,672229
C100190,Ananya Patel,2025-03-25 20:33:26,Nagpur,Maharashtra,659656
C100191,Aadhya Reddy,2023-08-04 23:43:11,Jaipur,Rajasthan,403128
C100192,Ishaan Reddy,2023-11-12 07:38:12,Delhi,Delhi,545157
C100193,Aditya Verma,2023-04-30 02:32:39,Noida,Uttar Pradesh,313990
C100194,Ira Das,2024-03-23 06:46:21,Kanpur,Uttar Pradesh,555899
C100195,Reyansh Singh,2024-09-10 23:23:12,Bengaluru,Karnataka,367481
C100196,Vihaan Mehta,2025-08-26 16:04:06,Lucknow,Uttar Pradesh,110801
C100197,Sarah Sharma,2023-06-13 19:51:23,Coimbatore,Tamil Nadu,408113
C100198,Ayaan Pandey,2024-08-16 16:44:21,Lucknow,Uttar Pradesh,585485
C100199,Aadhya Pandey,2023-01-07 03:39:22,Bengaluru,Karnataka,201679
C100200,Diya Gupta,2023-05-14 05:38:23,Hyderabad,Telangana,400507
C100201,Myra Das,2024-05-17 08:56:47,Delhi,Delhi,271792
C100202,Vivaan Verma,2023-09-19 01:36:50,Surat,Gujarat,667639
C100203,Navya Singh,2025-02-01 12:19:12,Pune,Maharashtra,329188
C100204,Aarohi Agarwal,2024-08-29 18:13:00,Kolkata,West Bengal,386999
C100205,Ishaan Patel,2023-03-05 00:12:41,Kolkata,West Bengal,539385
C100206,Myra Patel,2025-07-08 04:42:22,Delhi,Delhi,371677
C100207,Ananya Das,2025-01-03 00:01:06,Indore,Madhya Pradesh,287476
C100208,Arjun Sharma,2024-05-10 18:38:15,Bengaluru,Karnataka,260641
C100209,Ayaan Khan,2023-07-16 04:15:23,Mumbai,Maharashtra,688725
C100210,Diya Das,2025-10-12 18:23:05,Chennai,Tamil Nadu,266810
C100211,Arjun Reddy,2024-01-22 22:38:00,Gurugram,Haryana,200410
C100212,Vihaan Patel,2023-05-29 05:12:15,Gurugram,Haryana,129731
C100213,Ira Agarwal,2024-09-19 06:03:33,Kolkata,West Bengal,295169
C100214,Myra Gupta,2025-09-13 16:57:18,Mysuru,Karnataka,375033
C100215,Ayaan Agarwal,2023-10-07 22:25:20,Bhopal,Madhya Pradesh,643857
C100216,Aadhya Mehta,2023-05-15 06:40:45,Noida,Uttar Pradesh,316749
C100217,Anaya Das,2023-10-25 01:53:19,Indore,Madhya Pradesh,195192
C100218,Ishaan Pandey,2023-06-12 05:59:16,Noida,Uttar Pradesh,197154
C100219,Navya Sharma,2025-08-31 01:15:19,Ahmedabad,Gujarat,318542
C100220,Navya Das,2024-09-21 12:47:31,Mumbai,Maharashtra,218073
C100221,Arjun Yadav,2023-03-09 03:48:14,Ahmedabad,Gujarat,329894
C100222,Krishna Das,2025-01-06 09:36:19,Noida,Uttar Pradesh,629235
C100223,Aarav Yadav,2024-08-26 20:08:55,Kolkata,West Bengal,685932
C100224,Aarav Verma,2023-08-24 00:41:40,Bengaluru,Karnataka,666357
C100225,Aadhya Singh,2024-10-12 07:15:56,Hyderabad,Telangana,530547
C100226,Ayaan Mehta,2025-08-26 20:32:27,Kolkata,West Bengal,255006
C100227,Aarav Mehta,2024-04-09 16:59:41,Mumbai,Maharashtra,513311
C100228,Reyansh Khan,2024-07-31 01:46:18,Surat,Gujarat,594710
C100229,Aditya Das,2025-07-09 14:52:22,Jaipur,Rajasthan,652994
C100230,Aadhya Gupta,2025-04-08 09:14:12,Pune,Maharashtra,284588
C100231,Arjun Patel,2023-03-06 10:44:10,Bengaluru,Karnataka,600224
C100232,Khushi Das,2025-05-08 08:46:09,Kolkata,West Bengal,406773
C100233,Arjun Sharma,2024-10-09 22:44:05,Indore,Madhya Pradesh,550126
C100234,Khushi Pandey,2024-08-02 20:07:09,Nagpur,Maharashtra,591756
C100235,Sarah Khan,2024-12-07 05:14:56,Bengaluru,Karnataka,234746
C100236,Diya Yadav,2023-05-28 13:22:44,Surat,Gujarat,654719
C100237,Aadhya Khan,2024-09-16 19:35:09,Indore,Madhya Pradesh,297805
C100238,Reyansh Agarwal,2025-01-28 00:54:09,Kolkata,West Bengal,674376
C100239,Aarav Pandey,2024-02-10 14:42:08,Gurugram,Haryana,541231
C100240,Arjun Reddy,2023-12-13 01:56:53,Noida,Uttar Pradesh,665673
C100241,Ishaan Patel,2023-07-21 18:37:24,Mumbai,Maharashtra,442343
C100242,Arjun Agarwal,2024-10-22 05:11:58,Kolkata,West Bengal,410821
C100243,Vivaan Agarwal,2023-02-22 16:56:44,Surat,Gujarat,228104
C100244,Ishaan Yadav,2025-04-21 18:06:39,Delhi,Delhi,122818
C100245,Navya Yadav,2024-10-26 16:59:42,Indore,Madhya Pradesh,591438
C100246,Aarav Nair,2024-06-16 16:02:06,Delhi,Delhi,435145
C100247,Arjun Mehta,2024-05-12 23:42:08,Kanpur,Uttar Pradesh,265049
C100248,Vihaan Nair,2023-03-17 10:11:22,Pune,Maharashtra,684120
C100249,Aadhya Reddy,2023-02-04 01:04:09,Pune,Maharashtra,319966
C100250,Vivaan Sharma,2025-05-10 10:23:24,Kolkata,West Bengal,182204
C100251,Sarah Nair,2023-03-20 04:33:51,Gurugram,Haryana,155784
C100252,Diya Verma,2023-07-27 16:12:35,Ahmedabad,Gujarat,119921
C100253,Aditya Das,2024-05-04 01:44:09,Lucknow,Uttar Pradesh,365564
C100254,Aarav Sharma,2025-04-07 08:54:03,Coimbatore,Tamil Nadu,184408
C100255,Navya Choudhary,2023-03-21 23:14:46,Bengaluru,Karnataka,660996
C100256,Arjun Das,2025-09-08 04:17:03,Bhopal,Madhya Pradesh,653135
C100257,Aditya Sharma,2025-02-09 06:04:10,Kanpur,Uttar Pradesh,690277
C100258,Aarav Nair,2023-06-17 00:57:25,Hyderabad,Telangana,114922
C100259,Ishaan Choudhary,2024-08-31 17:56:04,Chennai,Tamil Nadu,573144
C100260,Diya Mehta,2025-09-02 11:24:09,Noida,Uttar Pradesh,162335
C100261,Ira Das,2025-02-25 14:55:07,Noida,Uttar Pradesh,260453
C100262,Khushi Verma,2024-05-21 00:47:39,Ahmedabad,Gujarat,427817
C100263,Navya Verma,2023-02-05 09:57:47,Ahmedabad,Gujarat,132948
C100264,Aditya Reddy,2025-03-13 08:19:13,Bengaluru,Karnataka,169072
C100265,Aarohi Yadav,2025-09-27 10:54:28,Jaipur,Rajasthan,439704
C100266,Ayaan Mehta,2024-11-13 16:13:44,Bengaluru,Karnataka,176691
C100267,Ishaan Yadav,2024-07-29 02:49:28,Jaipur,Rajasthan,456249
C100268,Vivaan Gupta,2024-06-14 17:04:33,Nagpur,Maharashtra,117086
C100269,Krishna Reddy,2025-02-23 03:41:10,Bhopal,Madhya Pradesh,499962
C100270,Vihaan Yadav,2025-08-21 12:19:56,Ahmedabad,Gujarat,474069
C100271,Anaya Mehta,2024-03-04 23:56:12,Jaipur,Rajasthan,442171
C100272,Ananya Mehta,2023-02-17 16:19:46,Nagpur,Maharashtra,388060
C100273,Vihaan Singh,2023-12-12 05:19:06,Gurugram,Haryana,682668
C100274,Vihaan Yadav,2024-08-26 03:38:23,Kolkata,West Bengal,648562
C100275,Arjun Singh,2023-06-16 18:48:18,Jaipur,Rajasthan,426689
C100276,Aditya Sharma,2024-05-30 06:40:10,Gurugram,Haryana,206494
C100277,Aditya Agarwal,2024-04-04 11:26:00,Chennai,Tamil Nadu,225981
C100278,Anaya Sharma,2024-12-19 11:11:09,Bhopal,Madhya Pradesh,276305
C100279,Reyansh Nair,2024-03-12 06:02:48,Nagpur,Maharashtra,126304
C100280,Arjun Das,2023-05-07 05:19:34,Mysuru,Karnataka,383438
C100281,Aarohi Reddy,2024-03-14 14:14:07,Mysuru,Karnataka,398569
C100282,Ira Reddy,2023-12-01 13:21:32,Jaipur,Rajasthan,220777
C100283,Aditya Singh,2023-04-20 08:07:59,Delhi,Delhi,512641
C100284,Aarohi Sharma,2024-03-25 14:31:34,Bhopal,Madhya Pradesh,576962
C100285,Sarah Singh,2023-07-29 17:03:50,Nagpur,Maharashtra,364174
C100286,Ira Choudhary,2023-09-21 03:34:51,Chennai,Tamil Nadu,363890
C100287,Navya Sharma,2023-01-16 10:15:07,Mysuru,Karnataka,684699
C100288,Vihaan Das,2023-06-06 02:29:17,Lucknow,Uttar Pradesh,544174
C100289,Krishna Gupta,2024-09-30 09:22:03,Chennai,Tamil Nadu,368901
C100290,Diya Singh,2024-11-07 14:42:06,Nagpur,Maharashtra,205696
C100291,Reyansh Das,2025-08-01 20:58:44,Lucknow,Uttar Pradesh,177421
C100292,Khushi Agarwal,2024-05-19 04:05:10,Hyderabad,Telangana,346436
C100293,Navya Yadav,2023-04-19 18:22:13,Coimbatore,Tamil Nadu,585083
C100294,Myra Khan,2024-10-28 11:34:49,Chennai,Tamil Nadu,412756
C100295,Arjun Gupta,2023-03-16 12:28:25,Bengaluru,Karnataka,591247
C100296,Diya Singh,2024-12-17 00:05:31,Jaipur,Rajasthan,647738
C100297,Sarah Choudhary,2025-04-22 11:23:19,Bengaluru,Karnataka,119491
C100298,Vihaan Khan,2023-07-31 12:54:42,Gurugram,Haryana,227026
C100299,Aadhya Singh,2025-03-28 08:09:36,Pune,Maharashtra,184804
C100300,Reyansh Mehta,2024-03-11 16:26:42,Hyderabad,Telangana,621662
C100301,Ishaan Yadav,2024-12-27 08:13:05,Kanpur,Uttar Pradesh,597335
C100302,Reyansh Pandey,2024-09-13 07:39:09,Noida,Uttar Pradesh,459230
C100303,Arjun Gupta,2025-10-05 00:18:09,Kolkata,West Bengal,473435
C100304,Ananya Choudhary,2024-12-08 06:14:52,Mumbai,Maharashtra,352223
C100305,Anaya Das,2025-05-21 12:17:36,Ahmedabad,Gujarat,644255
C100306,Krishna Yadav,2024-10-16 16:15:37,Surat,Gujarat,322826
C100307,Diya Sharma,2023-08-25 08:07:57,Lucknow,Uttar Pradesh,415364
C100308,Sai Reddy,2023-12-22 02:58:49,Coimbatore,Tamil Nadu,428275
C100309,Khushi Mehta,2024-04-21 18:40:04,Mysuru,Karnataka,591930
C100310,Ayaan Yadav,2023-09-08 16:24:17,Kanpur,Uttar Pradesh,138876
C100311,Krishna Verma,2023-12-01 04:16:57,Indore,Madhya Pradesh,339192
C100312,Vivaan Khan,2025-10-05 01:52:14,Kolkata,West Bengal,421372
C100313,Arjun Patel,2024-04-30 18:05:59,Kanpur,Uttar Pradesh,364767
C100314,Navya Nair,2025-09-05 08:01:52,Coimbatore,Tamil Nadu,362313
C100315,Aadhya Mehta,2023-06-09 02:59:42,Lucknow,Uttar Pradesh,138261
C100316,Aarav Patel,2023-05-19 01:57:40,Coimbatore,Tamil Nadu,216601
C100317,Sarah Sharma,2023-09-05 17:24:45,Hyderabad,Telangana,171260
C100318,Reyansh Singh,2023-07-26 20:06:21,Delhi,Delhi,608214
C100319,Ira Agarwal,2024-06-15 12:02:33,Surat,Gujarat,584587
C100320,Vihaan Patel,2023-03-27 00:43:05,Gurugram,Haryana,506562
C100321,Navya Mehta,2025-03-06 03:13:29,Jaipur,Rajasthan,599170
C100322,Diya Patel,2024-08-30 14:48:26,Noida,Uttar Pradesh,690464
C100323,Reyansh Choudhary,2024-03-05 17:14:50,Surat,Gujarat,424444
C100324,Ishaan Yadav,2025-07-30 18:32:32,Indore,Madhya Pradesh,252412
C100325,Navya Reddy,2025-09-25 09:35:26,Chennai,Tamil Nadu,627561
C100326,Aditya Mehta,2023-09-14 00:21:35,Surat,Gujarat,578349
C100327,Ira Verma,2024-03-07 18:44:05,Coimbatore,Tamil Nadu,478781
C100328,Sarah Das,2023-03-14 06:14:06,Indore,Madhya Pradesh,426783
C100329,Ayaan Mehta,2023-04-23 19:08:13,Bhopal,Madhya Pradesh,494083
C100330,Krishna Reddy,2025-09-01 12:26:49,Jaipur,Rajasthan,641598
C100331,Aarav Gupta,2023-01-20 18:05:22,Hyderabad,Telangana,475088
